Metric,Baseline,xApp,Improvement_Pct
avg_rsrp_dbm,-110.51987012987013,-110.51987012987013,0.0
avg_sinr_db,12.7187012987013,12.7187012987013,0.0
avg_throughput_mbps,7.848620629806432,7.5212251365497655,-4.1713762035245825
avg_prb,10,10.714285714285714,-7.142857142857135
resource_efficiency,0.7848620629806432,0.7848620629806432,0.0
prb_utilization,0.1,0.10714285714285714,-7.142857142857132
handover_delay_ms,100,60,40.0
