Metric,Baseline,xApp,Improvement_Pct
avg_rsrp_dbm,-110.51987012987013,-110.51987012987013,0.0
avg_sinr_db,12.7187012987013,12.7187012987013,0.0
avg_throughput_mbps,7.848620629806432,6.138430109902734,-21.789695292558385
avg_prb,10,9.246753246753247,7.532467532467528
resource_efficiency,0.7848620629806432,0.7848620629806433,1.41454540484337e-14
prb_utilization,0.1,0.09246753246753248,7.532467532467529
handover_delay_ms,100,60,40.0
