time,cell_id,rsrp_dbm,rsrq_db
0.00,1,-114.71,8.53
0.00,1,-114.70,8.53
0.00,1,-114.70,8.54
0.00,1,-114.70,8.54
0.00,1,-114.70,8.54
0.01,1,-114.70,8.54
0.01,1,-114.70,8.54
0.01,1,-114.70,8.54
0.01,1,-114.70,8.54
0.01,1,-114.70,8.54
0.01,1,-114.69,8.55
0.01,1,-114.69,8.55
0.01,1,-114.69,8.55
0.01,1,-114.69,8.55
0.01,1,-114.69,8.55
0.02,1,-114.69,8.55
0.02,1,-114.69,8.55
0.02,1,-114.69,8.55
0.02,1,-114.68,8.55
0.02,1,-114.68,8.56
0.02,1,-114.68,8.56
0.02,1,-114.68,8.56
0.02,1,-114.68,8.56
0.02,1,-114.68,8.56
0.02,1,-114.68,8.56
0.03,1,-114.68,8.56
0.03,1,-114.67,8.56
0.03,1,-114.67,8.57
0.03,1,-114.67,8.57
0.03,1,-114.67,8.57
0.03,1,-114.67,8.57
0.03,1,-114.67,8.57
0.03,1,-114.67,8.57
0.03,1,-114.67,8.57
0.03,1,-114.67,8.57
0.04,1,-114.66,8.57
0.04,1,-114.66,8.58
0.04,1,-114.66,8.58
0.04,1,-114.66,8.58
0.04,1,-114.66,8.58
0.04,1,-114.66,8.58
0.04,1,-114.66,8.58
0.04,1,-114.66,8.58
0.04,1,-114.65,8.58
0.04,1,-114.65,8.59
0.05,1,-114.65,8.59
0.05,1,-114.65,8.59
0.05,1,-114.65,8.59
0.05,1,-114.65,8.59
0.05,1,-114.65,8.59
0.05,1,-114.65,8.59
0.05,1,-114.65,8.59
0.05,1,-114.64,8.59
0.05,1,-114.64,8.60
0.05,1,-114.64,8.60
0.06,1,-114.64,8.60
0.06,1,-114.64,8.60
0.06,1,-114.64,8.60
0.06,1,-114.64,8.60
0.06,1,-114.64,8.60
0.06,1,-114.63,8.60
0.06,1,-114.63,8.61
0.06,1,-114.63,8.61
0.06,1,-114.63,8.61
0.06,1,-114.63,8.61
0.07,1,-114.63,8.61
0.07,1,-114.63,8.61
0.07,1,-114.63,8.61
0.07,1,-114.63,8.61
0.07,1,-114.62,8.61
0.07,1,-114.62,8.62
0.07,1,-114.62,8.62
0.07,1,-114.62,8.62
0.07,1,-114.62,8.62
0.07,1,-114.62,8.62
0.08,1,-114.62,8.62
0.08,1,-114.62,8.62
0.08,1,-114.61,8.62
0.08,1,-114.61,8.63
0.08,1,-114.61,8.63
0.08,1,-114.61,8.63
0.08,1,-114.61,8.63
0.08,1,-114.61,8.63
0.08,1,-114.61,8.63
0.08,1,-114.61,8.63
0.09,1,-114.61,8.63
0.09,1,-114.60,8.64
0.09,1,-114.60,8.64
0.09,1,-114.60,8.64
0.09,1,-114.60,8.64
0.09,1,-114.60,8.64
0.09,1,-114.60,8.64
0.09,1,-114.60,8.64
0.09,1,-114.60,8.64
0.09,1,-114.59,8.64
0.10,1,-114.59,8.65
0.10,1,-114.59,8.65
0.10,1,-114.59,8.65
0.10,1,-114.59,8.65
0.10,1,-114.59,8.65
0.10,1,-114.59,8.65
0.10,1,-114.59,8.65
0.10,1,-114.59,8.65
0.10,1,-114.58,8.66
0.10,1,-114.58,8.66
0.11,1,-114.58,8.66
0.11,1,-114.58,8.66
0.11,1,-114.58,8.66
0.11,1,-114.58,8.66
0.11,1,-114.58,8.66
0.11,1,-114.58,8.66
0.11,1,-114.57,8.66
0.11,1,-114.57,8.67
0.11,1,-114.57,8.67
0.11,1,-114.57,8.67
0.12,1,-114.57,8.67
0.12,1,-114.57,8.67
0.12,1,-114.57,8.67
0.12,1,-114.57,8.67
0.12,1,-114.56,8.67
0.12,1,-114.56,8.68
0.12,1,-114.56,8.68
0.12,1,-114.56,8.68
0.12,1,-114.56,8.68
0.12,1,-114.56,8.68
0.13,1,-114.56,8.68
0.13,1,-114.56,8.68
0.13,1,-114.56,8.68
0.13,1,-114.55,8.68
0.13,1,-114.55,8.69
0.13,1,-114.55,8.69
0.13,1,-114.55,8.69
0.13,1,-114.55,8.69
0.13,1,-114.55,8.69
0.13,1,-114.55,8.69
0.14,1,-114.55,8.69
0.14,1,-114.54,8.69
0.14,1,-114.54,8.70
0.14,1,-114.54,8.70
0.14,1,-114.54,8.70
0.14,1,-114.54,8.70
0.14,1,-114.54,8.70
0.14,1,-114.54,8.70
0.14,1,-114.54,8.70
0.14,1,-114.54,8.70
0.15,1,-114.53,8.71
0.15,1,-114.53,8.71
0.15,1,-114.53,8.71
0.15,1,-114.53,8.71
0.15,1,-114.53,8.71
0.15,1,-114.53,8.71
0.15,1,-114.53,8.71
0.15,1,-114.53,8.71
0.15,1,-114.52,8.71
0.15,1,-114.52,8.72
0.16,1,-114.52,8.72
0.16,1,-114.52,8.72
0.16,1,-114.52,8.72
0.16,1,-114.52,8.72
0.16,1,-114.52,8.72
0.16,1,-114.52,8.72
0.16,1,-114.52,8.72
0.16,1,-114.51,8.73
0.16,1,-114.51,8.73
0.16,1,-114.51,8.73
0.17,1,-114.51,8.73
0.17,1,-114.51,8.73
0.17,1,-114.51,8.73
0.17,1,-114.51,8.73
0.17,1,-114.51,8.73
0.17,1,-114.50,8.73
0.17,1,-114.50,8.74
0.17,1,-114.50,8.74
0.17,1,-114.50,8.74
0.17,1,-114.50,8.74
0.18,1,-114.50,8.74
0.18,1,-114.50,8.74
0.18,1,-114.50,8.74
0.18,1,-114.49,8.74
0.18,1,-114.49,8.75
0.18,1,-114.49,8.75
0.18,1,-114.49,8.75
0.18,1,-114.49,8.75
0.18,1,-114.49,8.75
0.18,1,-114.49,8.75
0.19,1,-114.49,8.75
0.19,1,-114.49,8.75
0.19,1,-114.48,8.75
0.19,1,-114.48,8.76
0.19,1,-114.48,8.76
0.19,1,-114.48,8.76
0.19,1,-114.48,8.76
0.19,1,-114.48,8.76
0.19,1,-114.48,8.76
0.19,1,-114.48,8.76
0.20,1,-114.47,8.76
0.20,1,-114.47,8.77
0.20,1,-114.47,8.77
0.20,1,-114.47,8.77
0.20,1,-114.47,8.77
0.20,1,-114.47,8.77
0.20,1,-114.47,8.77
0.20,1,-114.47,8.77
0.20,1,-114.47,8.77
0.20,1,-114.46,8.78
0.21,1,-114.46,8.78
0.21,1,-114.46,8.78
0.21,1,-114.46,8.78
0.21,1,-114.46,8.78
0.21,1,-114.46,8.78
0.21,1,-114.46,8.78
0.21,1,-114.46,8.78
0.21,1,-114.45,8.78
0.21,1,-114.45,8.79
0.21,1,-114.45,8.79
0.22,1,-114.45,8.79
0.22,1,-114.45,8.79
0.22,1,-114.45,8.79
0.22,1,-114.45,8.79
0.22,1,-114.45,8.79
0.22,1,-114.44,8.79
0.22,1,-114.44,8.80
0.22,1,-114.44,8.80
0.22,1,-114.44,8.80
0.22,1,-114.44,8.80
0.23,1,-114.44,8.80
0.23,1,-114.44,8.80
0.23,1,-114.44,8.80
0.23,1,-114.44,8.80
0.23,1,-114.43,8.81
0.23,1,-114.43,8.81
0.23,1,-114.43,8.81
0.23,1,-114.43,8.81
0.23,1,-114.43,8.81
0.23,1,-114.43,8.81
0.24,1,-114.43,8.81
0.24,1,-114.43,8.81
0.24,1,-114.42,8.81
0.24,1,-114.42,8.82
0.24,1,-114.42,8.82
0.24,1,-114.42,8.82
0.24,1,-114.42,8.82
0.24,1,-114.42,8.82
0.24,1,-114.42,8.82
0.24,1,-114.42,8.82
0.25,1,-114.41,8.82
0.25,1,-114.41,8.83
0.25,1,-114.41,8.83
0.25,1,-114.41,8.83
0.25,1,-114.41,8.83
0.25,1,-114.41,8.83
0.25,1,-114.41,8.83
0.25,1,-114.41,8.83
0.25,1,-114.41,8.83
0.25,1,-114.40,8.83
0.26,1,-114.40,8.84
0.26,1,-114.40,8.84
0.26,1,-114.40,8.84
0.26,1,-114.40,8.84
0.26,1,-114.40,8.84
0.26,1,-114.40,8.84
0.26,1,-114.40,8.84
0.26,1,-114.39,8.84
0.26,1,-114.39,8.85
0.26,1,-114.39,8.85
0.27,1,-114.39,8.85
0.27,1,-114.39,8.85
0.27,1,-114.39,8.85
0.27,1,-114.39,8.85
0.27,1,-114.39,8.85
0.27,1,-114.38,8.85
0.27,1,-114.38,8.86
0.27,1,-114.38,8.86
0.27,1,-114.38,8.86
0.27,1,-114.38,8.86
0.28,1,-114.38,8.86
0.28,1,-114.38,8.86
0.28,1,-114.38,8.86
0.28,1,-114.38,8.86
0.28,1,-114.37,8.86
0.28,1,-114.37,8.87
0.28,1,-114.37,8.87
0.28,1,-114.37,8.87
0.28,1,-114.37,8.87
0.28,1,-114.37,8.87
0.29,1,-114.37,8.87
0.29,1,-114.37,8.87
0.29,1,-114.36,8.87
0.29,1,-114.36,8.88
0.29,1,-114.36,8.88
0.29,1,-114.36,8.88
0.29,1,-114.36,8.88
0.29,1,-114.36,8.88
0.29,1,-114.36,8.88
0.29,1,-114.36,8.88
0.30,1,-114.35,8.88
0.30,1,-114.35,8.89
0.30,1,-114.35,8.89
0.30,1,-114.35,8.89
0.30,1,-114.35,8.89
0.30,1,-114.35,8.89
0.30,1,-114.35,8.89
0.30,1,-114.35,8.89
0.30,1,-114.35,8.89
0.30,1,-114.34,8.89
0.31,1,-114.34,8.90
0.31,1,-114.34,8.90
0.31,1,-114.34,8.90
0.31,1,-114.34,8.90
0.31,1,-114.34,8.90
0.31,1,-114.34,8.90
0.31,1,-114.34,8.90
0.31,1,-114.33,8.90
0.31,1,-114.33,8.91
0.31,1,-114.33,8.91
0.32,1,-114.33,8.91
0.32,1,-114.33,8.91
0.32,1,-114.33,8.91
0.32,1,-114.33,8.91
0.32,1,-114.33,8.91
0.32,1,-114.32,8.91
0.32,1,-114.32,8.92
0.32,1,-114.32,8.92
0.32,1,-114.32,8.92
0.32,1,-114.32,8.92
0.33,1,-114.32,8.92
0.33,1,-114.32,8.92
0.33,1,-114.32,8.92
0.33,1,-114.32,8.92
0.33,1,-114.31,8.92
0.33,1,-114.31,8.93
0.33,1,-114.31,8.93
0.33,1,-114.31,8.93
0.33,1,-114.31,8.93
0.33,1,-114.31,8.93
0.34,1,-114.31,8.93
0.34,1,-114.31,8.93
0.34,1,-114.30,8.93
0.34,1,-114.30,8.94
0.34,1,-114.30,8.94
0.34,1,-114.30,8.94
0.34,1,-114.30,8.94
0.34,1,-114.30,8.94
0.34,1,-114.30,8.94
0.34,1,-114.30,8.94
0.35,1,-114.29,8.94
0.35,1,-114.29,8.95
0.35,1,-114.29,8.95
0.35,1,-114.29,8.95
0.35,1,-114.29,8.95
0.35,1,-114.29,8.95
0.35,1,-114.29,8.95
0.35,1,-114.29,8.95
0.35,1,-114.29,8.95
0.35,1,-114.28,8.95
0.36,1,-114.28,8.96
0.36,1,-114.28,8.96
0.36,1,-114.28,8.96
0.36,1,-114.28,8.96
0.36,1,-114.28,8.96
0.36,1,-114.28,8.96
0.36,1,-114.28,8.96
0.36,1,-114.27,8.96
0.36,1,-114.27,8.97
0.36,1,-114.27,8.97
0.37,1,-114.27,8.97
0.37,1,-114.27,8.97
0.37,1,-114.27,8.97
0.37,1,-114.27,8.97
0.37,1,-114.27,8.97
0.37,1,-114.26,8.97
0.37,1,-114.26,8.98
0.37,1,-114.26,8.98
0.37,1,-114.26,8.98
0.37,1,-114.26,8.98
0.38,1,-114.26,8.98
0.38,1,-114.26,8.98
0.38,1,-114.26,8.98
0.38,1,-114.26,8.98
0.38,1,-114.25,8.99
0.38,1,-114.25,8.99
0.38,1,-114.25,8.99
0.38,1,-114.25,8.99
0.38,1,-114.25,8.99
0.38,1,-114.25,8.99
0.39,1,-114.25,8.99
0.39,1,-114.25,8.99
0.39,1,-114.24,8.99
0.39,1,-114.24,9.00
0.39,1,-114.24,9.00
0.39,1,-114.24,9.00
0.39,1,-114.24,9.00
0.39,1,-114.24,9.00
0.39,1,-114.24,9.00
0.39,1,-114.24,9.00
0.40,1,-114.23,9.00
0.40,1,-114.23,9.01
0.40,1,-114.23,9.01
0.40,1,-114.23,9.01
0.40,1,-114.23,9.01
0.40,1,-114.23,9.01
0.40,1,-114.23,9.01
0.40,1,-114.23,9.01
0.40,1,-114.23,9.01
0.40,1,-114.22,9.02
0.41,1,-114.22,9.02
0.41,1,-114.22,9.02
0.41,1,-114.22,9.02
0.41,1,-114.22,9.02
0.41,1,-114.22,9.02
0.41,1,-114.22,9.02
0.41,1,-114.22,9.02
0.41,1,-114.21,9.02
0.41,1,-114.21,9.03
0.41,1,-114.21,9.03
0.42,1,-114.21,9.03
0.42,1,-114.21,9.03
0.42,1,-114.21,9.03
0.42,1,-114.21,9.03
0.42,1,-114.21,9.03
0.42,1,-114.20,9.03
0.42,1,-114.20,9.04
0.42,1,-114.20,9.04
0.42,1,-114.20,9.04
0.42,1,-114.20,9.04
0.43,1,-114.20,9.04
0.43,1,-114.20,9.04
0.43,1,-114.20,9.04
0.43,1,-114.19,9.04
0.43,1,-114.19,9.05
0.43,1,-114.19,9.05
0.43,1,-114.19,9.05
0.43,1,-114.19,9.05
0.43,1,-114.19,9.05
0.43,1,-114.19,9.05
0.44,1,-114.19,9.05
0.44,1,-114.19,9.05
0.44,1,-114.18,9.06
0.44,1,-114.18,9.06
0.44,1,-114.18,9.06
0.44,1,-114.18,9.06
0.44,1,-114.18,9.06
0.44,1,-114.18,9.06
0.44,1,-114.18,9.06
0.44,1,-114.18,9.06
0.45,1,-114.17,9.06
0.45,1,-114.17,9.07
0.45,1,-114.17,9.07
0.45,1,-114.17,9.07
0.45,1,-114.17,9.07
0.45,1,-114.17,9.07
0.45,1,-114.17,9.07
0.45,1,-114.17,9.07
0.45,1,-114.16,9.07
0.45,1,-114.16,9.08
0.46,1,-114.16,9.08
0.46,1,-114.16,9.08
0.46,1,-114.16,9.08
0.46,1,-114.16,9.08
0.46,1,-114.16,9.08
0.46,1,-114.16,9.08
0.46,1,-114.15,9.08
0.46,1,-114.15,9.09
0.46,1,-114.15,9.09
0.46,1,-114.15,9.09
0.47,1,-114.15,9.09
0.47,1,-114.15,9.09
0.47,1,-114.15,9.09
0.47,1,-114.15,9.09
0.47,1,-114.15,9.09
0.47,1,-114.14,9.10
0.47,1,-114.14,9.10
0.47,1,-114.14,9.10
0.47,1,-114.14,9.10
0.47,1,-114.14,9.10
0.48,1,-114.14,9.10
0.48,1,-114.14,9.10
0.48,1,-114.14,9.10
0.48,1,-114.13,9.10
0.48,1,-114.13,9.11
0.48,1,-114.13,9.11
0.48,1,-114.13,9.11
0.48,1,-114.13,9.11
0.48,1,-114.13,9.11
0.48,1,-114.13,9.11
0.49,1,-114.13,9.11
0.49,1,-114.12,9.11
0.49,1,-114.12,9.12
0.49,1,-114.12,9.12
0.49,1,-114.12,9.12
0.49,1,-114.12,9.12
0.49,1,-114.12,9.12
0.49,1,-114.12,9.12
0.49,1,-114.12,9.12
0.49,1,-114.11,9.12
0.50,1,-114.11,9.13
0.50,1,-114.11,9.13
0.50,1,-114.11,9.13
0.50,1,-114.11,9.13
0.50,1,-114.11,9.13
0.50,1,-114.11,9.13
0.50,1,-114.11,9.13
0.50,1,-114.11,9.13
0.50,1,-114.10,9.14
0.50,1,-114.10,9.14
0.51,1,-114.10,9.14
0.51,1,-114.10,9.14
0.51,1,-114.10,9.14
0.51,1,-114.10,9.14
0.51,1,-114.10,9.14
0.51,1,-114.10,9.14
0.51,1,-114.09,9.14
0.51,1,-114.09,9.15
0.51,1,-114.09,9.15
0.51,1,-114.09,9.15
0.52,1,-114.09,9.15
0.52,1,-114.09,9.15
0.52,1,-114.09,9.15
0.52,1,-114.09,9.15
0.52,1,-114.08,9.15
0.52,1,-114.08,9.16
0.52,1,-114.08,9.16
0.52,1,-114.08,9.16
0.52,1,-114.08,9.16
0.52,1,-114.08,9.16
0.53,1,-114.08,9.16
0.53,1,-114.08,9.16
0.53,1,-114.07,9.16
0.53,1,-114.07,9.17
0.53,1,-114.07,9.17
0.53,1,-114.07,9.17
0.53,1,-114.07,9.17
0.53,1,-114.07,9.17
0.53,1,-114.07,9.17
0.53,1,-114.07,9.17
0.54,1,-114.07,9.17
0.54,1,-114.06,9.18
0.54,1,-114.06,9.18
0.54,1,-114.06,9.18
0.54,1,-114.06,9.18
0.54,1,-114.06,9.18
0.54,1,-114.06,9.18
0.54,1,-114.06,9.18
0.54,1,-114.06,9.18
0.54,1,-114.05,9.18
0.55,1,-114.05,9.19
0.55,1,-114.05,9.19
0.55,1,-114.05,9.19
0.55,1,-114.05,9.19
0.55,1,-114.05,9.19
0.55,1,-114.05,9.19
0.55,1,-114.05,9.19
0.55,1,-114.04,9.19
0.55,1,-114.04,9.20
0.55,1,-114.04,9.20
0.56,1,-114.04,9.20
0.56,1,-114.04,9.20
0.56,1,-114.04,9.20
0.56,1,-114.04,9.20
0.56,1,-114.04,9.20
0.56,1,-114.03,9.20
0.56,1,-114.03,9.21
0.56,1,-114.03,9.21
0.56,1,-114.03,9.21
0.56,1,-114.03,9.21
0.57,1,-114.03,9.21
0.57,1,-114.03,9.21
0.57,1,-114.03,9.21
0.57,1,-114.02,9.21
0.57,1,-114.02,9.22
0.57,1,-114.02,9.22
0.57,1,-114.02,9.22
0.57,1,-114.02,9.22
0.57,1,-114.02,9.22
0.57,1,-114.02,9.22
0.58,1,-114.02,9.22
0.58,1,-114.02,9.22
0.58,1,-114.01,9.23
0.58,1,-114.01,9.23
0.58,1,-114.01,9.23
0.58,1,-114.01,9.23
0.58,1,-114.01,9.23
0.58,1,-114.01,9.23
0.58,1,-114.01,9.23
0.58,1,-114.01,9.23
0.59,1,-114.00,9.23
0.59,1,-114.00,9.24
0.59,1,-114.00,9.24
0.59,1,-114.00,9.24
0.59,1,-114.00,9.24
0.59,1,-114.00,9.24
0.59,1,-114.00,9.24
0.59,1,-114.00,9.24
0.59,1,-113.99,9.24
0.59,1,-113.99,9.25
0.60,1,-113.99,9.25
0.60,1,-113.99,9.25
0.60,1,-113.99,9.25
0.60,1,-113.99,9.25
0.60,1,-113.99,9.25
0.60,1,-113.99,9.25
0.60,1,-113.98,9.25
0.60,1,-113.98,9.26
0.60,1,-113.98,9.26
0.60,1,-113.98,9.26
0.61,1,-113.98,9.26
0.61,1,-113.98,9.26
0.61,1,-113.98,9.26
0.61,1,-113.98,9.26
0.61,1,-113.97,9.26
0.61,1,-113.97,9.27
0.61,1,-113.97,9.27
0.61,1,-113.97,9.27
0.61,1,-113.97,9.27
0.61,1,-113.97,9.27
0.62,1,-113.97,9.27
0.62,1,-113.97,9.27
0.62,1,-113.97,9.27
0.62,1,-113.96,9.28
0.62,1,-113.96,9.28
0.62,1,-113.96,9.28
0.62,1,-113.96,9.28
0.62,1,-113.96,9.28
0.62,1,-113.96,9.28
0.62,1,-113.96,9.28
0.63,1,-113.96,9.28
0.63,1,-113.95,9.29
0.63,1,-113.95,9.29
0.63,1,-113.95,9.29
0.63,1,-113.95,9.29
0.63,1,-113.95,9.29
0.63,1,-113.95,9.29
0.63,1,-113.95,9.29
0.63,1,-113.95,9.29
0.63,1,-113.94,9.29
0.64,1,-113.94,9.30
0.64,1,-113.94,9.30
0.64,1,-113.94,9.30
0.64,1,-113.94,9.30
0.64,1,-113.94,9.30
0.64,1,-113.94,9.30
0.64,1,-113.94,9.30
0.64,1,-113.93,9.30
0.64,1,-113.93,9.31
0.64,1,-113.93,9.31
0.65,1,-113.93,9.31
0.65,1,-113.93,9.31
0.65,1,-113.93,9.31
0.65,1,-113.93,9.31
0.65,1,-113.93,9.31
0.65,1,-113.92,9.31
0.65,1,-113.92,9.32
0.65,1,-113.92,9.32
0.65,1,-113.92,9.32
0.65,1,-113.92,9.32
0.66,1,-113.92,9.32
0.66,1,-113.92,9.32
0.66,1,-113.92,9.32
0.66,1,-113.91,9.32
0.66,1,-113.91,9.33
0.66,1,-113.91,9.33
0.66,1,-113.91,9.33
0.66,1,-113.91,9.33
0.66,1,-113.91,9.33
0.66,1,-113.91,9.33
0.67,1,-113.91,9.33
0.67,1,-113.91,9.33
0.67,1,-113.90,9.34
0.67,1,-113.90,9.34
0.67,1,-113.90,9.34
0.67,1,-113.90,9.34
0.67,1,-113.90,9.34
0.67,1,-113.90,9.34
0.67,1,-113.90,9.34
0.67,1,-113.90,9.34
0.68,1,-113.89,9.35
0.68,1,-113.89,9.35
0.68,1,-113.89,9.35
0.68,1,-113.89,9.35
0.68,1,-113.89,9.35
0.68,1,-113.89,9.35
0.68,1,-113.89,9.35
0.68,1,-113.89,9.35
0.68,1,-113.88,9.35
0.68,1,-113.88,9.36
0.69,1,-113.88,9.36
0.69,1,-113.88,9.36
0.69,1,-113.88,9.36
0.69,1,-113.88,9.36
0.69,1,-113.88,9.36
0.69,1,-113.88,9.36
0.69,1,-113.87,9.36
0.69,1,-113.87,9.37
0.69,1,-113.87,9.37
0.69,1,-113.87,9.37
0.70,1,-113.87,9.37
0.70,1,-113.87,9.37
0.70,1,-113.87,9.37
0.70,1,-113.87,9.37
0.70,1,-113.86,9.37
0.70,1,-113.86,9.38
0.70,1,-113.86,9.38
0.70,1,-113.86,9.38
0.70,1,-113.86,9.38
0.70,1,-113.86,9.38
0.71,1,-113.86,9.38
0.71,1,-113.86,9.38
0.71,1,-113.85,9.38
0.71,1,-113.85,9.39
0.71,1,-113.85,9.39
0.71,1,-113.85,9.39
0.71,1,-113.85,9.39
0.71,1,-113.85,9.39
0.71,1,-113.85,9.39
0.71,1,-113.85,9.39
0.72,1,-113.84,9.39
0.72,1,-113.84,9.40
0.72,1,-113.84,9.40
0.72,1,-113.84,9.40
0.72,1,-113.84,9.40
0.72,1,-113.84,9.40
0.72,1,-113.84,9.40
0.72,1,-113.84,9.40
0.72,1,-113.83,9.40
0.72,1,-113.83,9.41
0.73,1,-113.83,9.41
0.73,1,-113.83,9.41
0.73,1,-113.83,9.41
0.73,1,-113.83,9.41
0.73,1,-113.83,9.41
0.73,1,-113.83,9.41
0.73,1,-113.83,9.41
0.73,1,-113.82,9.42
0.73,1,-113.82,9.42
0.73,1,-113.82,9.42
0.74,1,-113.82,9.42
0.74,1,-113.82,9.42
0.74,1,-113.82,9.42
0.74,1,-113.82,9.42
0.74,1,-113.82,9.42
0.74,1,-113.81,9.43
0.74,1,-113.81,9.43
0.74,1,-113.81,9.43
0.74,1,-113.81,9.43
0.74,1,-113.81,9.43
0.75,1,-113.81,9.43
0.75,1,-113.81,9.43
0.75,1,-113.81,9.43
0.75,1,-113.80,9.43
0.75,1,-113.80,9.44
0.75,1,-113.80,9.44
0.75,1,-113.80,9.44
0.75,1,-113.80,9.44
0.75,1,-113.80,9.44
0.75,1,-113.80,9.44
0.76,1,-113.80,9.44
0.76,1,-113.79,9.44
0.76,1,-113.79,9.45
0.76,1,-113.79,9.45
0.76,1,-113.79,9.45
0.76,1,-113.79,9.45
0.76,1,-113.79,9.45
0.76,1,-113.79,9.45
0.76,1,-113.79,9.45
0.76,1,-113.78,9.45
0.77,1,-113.78,9.46
0.77,1,-113.78,9.46
0.77,1,-113.78,9.46
0.77,1,-113.78,9.46
0.77,1,-113.78,9.46
0.77,1,-113.78,9.46
0.77,1,-113.78,9.46
0.77,1,-113.77,9.46
0.77,1,-113.77,9.47
0.77,1,-113.77,9.47
0.78,1,-113.77,9.47
0.78,1,-113.77,9.47
0.78,1,-113.77,9.47
0.78,1,-113.77,9.47
0.78,1,-113.77,9.47
0.78,1,-113.76,9.47
0.78,1,-113.76,9.48
0.78,1,-113.76,9.48
0.78,1,-113.76,9.48
0.78,1,-113.76,9.48
0.79,1,-113.76,9.48
0.79,1,-113.76,9.48
0.79,1,-113.76,9.48
0.79,1,-113.75,9.48
0.79,1,-113.75,9.49
0.79,1,-113.75,9.49
0.79,1,-113.75,9.49
0.79,1,-113.75,9.49
0.79,1,-113.75,9.49
0.79,1,-113.75,9.49
0.80,1,-113.75,9.49
0.80,1,-113.74,9.49
0.80,1,-113.74,9.50
0.80,1,-113.74,9.50
0.80,1,-113.74,9.50
0.80,1,-113.74,9.50
0.80,1,-113.74,9.50
0.80,1,-113.74,9.50
0.80,1,-113.74,9.50
0.80,1,-113.74,9.50
0.81,1,-113.73,9.51
0.81,1,-113.73,9.51
0.81,1,-113.73,9.51
0.81,1,-113.73,9.51
0.81,1,-113.73,9.51
0.81,1,-113.73,9.51
0.81,1,-113.73,9.51
0.81,1,-113.73,9.51
0.81,1,-113.72,9.52
0.81,1,-113.72,9.52
0.82,1,-113.72,9.52
0.82,1,-113.72,9.52
0.82,1,-113.72,9.52
0.82,1,-113.72,9.52
0.82,1,-113.72,9.52
0.82,1,-113.72,9.52
0.82,1,-113.71,9.53
0.82,1,-113.71,9.53
0.82,1,-113.71,9.53
0.82,1,-113.71,9.53
0.83,1,-113.71,9.53
0.83,1,-113.71,9.53
0.83,1,-113.71,9.53
0.83,1,-113.71,9.53
0.83,1,-113.70,9.53
0.83,1,-113.70,9.54
0.83,1,-113.70,9.54
0.83,1,-113.70,9.54
0.83,1,-113.70,9.54
0.83,1,-113.70,9.54
0.84,1,-113.70,9.54
0.84,1,-113.70,9.54
0.84,1,-113.69,9.54
0.84,1,-113.69,9.55
0.84,1,-113.69,9.55
0.84,1,-113.69,9.55
0.84,1,-113.69,9.55
0.84,1,-113.69,9.55
0.84,1,-113.69,9.55
0.84,1,-113.69,9.55
0.85,1,-113.68,9.55
0.85,1,-113.68,9.56
0.85,1,-113.68,9.56
0.85,1,-113.68,9.56
0.85,1,-113.68,9.56
0.85,1,-113.68,9.56
0.85,1,-113.68,9.56
0.85,1,-113.68,9.56
0.85,1,-113.67,9.56
0.85,1,-113.67,9.57
0.86,1,-113.67,9.57
0.86,1,-113.67,9.57
0.86,1,-113.67,9.57
0.86,1,-113.67,9.57
0.86,1,-113.67,9.57
0.86,1,-113.67,9.57
0.86,1,-113.66,9.57
0.86,1,-113.66,9.58
0.86,1,-113.66,9.58
0.86,1,-113.66,9.58
0.87,1,-113.66,9.58
0.87,1,-113.66,9.58
0.87,1,-113.66,9.58
0.87,1,-113.66,9.58
0.87,1,-113.65,9.58
0.87,1,-113.65,9.59
0.87,1,-113.65,9.59
0.87,1,-113.65,9.59
0.87,1,-113.65,9.59
0.87,1,-113.65,9.59
0.88,1,-113.65,9.59
0.88,1,-113.65,9.59
0.88,1,-113.64,9.59
0.88,1,-113.64,9.60
0.88,1,-113.64,9.60
0.88,1,-113.64,9.60
0.88,1,-113.64,9.60
0.88,1,-113.64,9.60
0.88,1,-113.64,9.60
0.88,1,-113.64,9.60
0.89,1,-113.63,9.60
0.89,1,-113.63,9.61
0.89,1,-113.63,9.61
0.89,1,-113.63,9.61
0.89,1,-113.63,9.61
0.89,1,-113.63,9.61
0.89,1,-113.63,9.61
0.89,1,-113.63,9.61
0.89,1,-113.62,9.61
0.89,1,-113.62,9.62
0.90,1,-113.62,9.62
0.90,1,-113.62,9.62
0.90,1,-113.62,9.62
0.90,1,-113.62,9.62
0.90,1,-113.62,9.62
0.90,1,-113.62,9.62
0.90,1,-113.61,9.62
0.90,1,-113.61,9.63
0.90,1,-113.61,9.63
0.90,1,-113.61,9.63
0.91,1,-113.61,9.63
0.91,1,-113.61,9.63
0.91,1,-113.61,9.63
0.91,1,-113.61,9.63
0.91,1,-113.60,9.63
0.91,1,-113.60,9.64
0.91,1,-113.60,9.64
0.91,1,-113.60,9.64
0.91,1,-113.60,9.64
0.91,1,-113.60,9.64
0.92,1,-113.60,9.64
0.92,1,-113.60,9.64
0.92,1,-113.59,9.64
0.92,1,-113.59,9.65
0.92,1,-113.59,9.65
0.92,1,-113.59,9.65
0.92,1,-113.59,9.65
0.92,1,-113.59,9.65
0.92,1,-113.59,9.65
0.92,1,-113.59,9.65
0.93,1,-113.58,9.65
0.93,1,-113.58,9.66
0.93,1,-113.58,9.66
0.93,1,-113.58,9.66
0.93,1,-113.58,9.66
0.93,1,-113.58,9.66
